prediction013_176_1_1_4_500		2.5674166011194046
prediction014_176_1_1_5_500		2.6914698818564355
prediction014_176_1_10_4_500	2.706516356567164
prediction013_176_1_1_2_500		2.724518235583127
prediction014_176_1_1_1_500		2.72920930419355
prediction013_176_1_10_5_500	2.7541441360891095
prediction006_176_1_1_5_500		2.7553031063366356
prediction014_176_1_10_3_500	2.7812210223000036
prediction013_176_1_1_1_500		2.7850183077171202
prediction006_176_1_1_4_500	2.8080255650746264
prediction001_176_1_1_5_500	2.834354132896042
prediction014_176_1_1_3_500	2.844313301799998
prediction006_176_1_1_3_500	2.852211996389998
prediction005_176_1_1_3_500	2.8659371814249983
prediction002_176_1_1_4_500	2.868660319626866
prediction013_176_1_1_5_500	2.8697520727475263
prediction001_176_1_1_3_500	2.8825097508999993
prediction005_176_1_1_2_500	2.88792663423325
prediction002_176_1_1_5_500	2.890609747215349
prediction005_176_1_1_5_500	2.904512777103961
prediction002_176_1_1_3_500	2.9155715335124985
prediction005_176_1_1_4_500	2.944887709825869
prediction001_176_1_1_4_500	2.9459638101243786
prediction021_176_1_1_3_500	2.954806809649999
prediction014_176_1_10_1_500	2.961216346451615
prediction001_176_1_1_2_500	2.9634502330024834
prediction006_176_1_10_5_500	2.9660155129702983
prediction022_176_1_1_3_500	2.972698567072501
prediction013_176_1_1_3_500	2.9875064103999995
prediction021_176_1_1_5_500	3.0085306607178235
prediction014_176_1_1_2_500	3.0226557539454117
prediction005_176_1_1_1_500	3.0321438383523573
prediction013_176_1_10_4_500	3.0424949548258677
prediction001_176_1_1_1_500	3.050858069007443
prediction006_176_1_1_1_500	3.051447706079403
prediction014_176_1_1_4_500	3.0517043419402996
prediction021_176_1_1_4_500	3.0524221728109455
prediction018_176_1_1_3_500	3.061027452587504
prediction018_176_1_1_5_500	3.0639943514108885
prediction002_176_1_10_5_500	3.0719257944405935
prediction017_176_1_1_4_500	3.07594829136816
prediction006_176_1_10_4_500	3.0823505539303477
prediction006_176_1_10_2_500	3.0889251685856096
prediction017_176_1_1_3_500	3.1091106575749996
prediction030_176_1_1_1_500	3.115159626352355
prediction006_176_1_1_2_500	3.1174706950620323
prediction018_176_1_1_1_500	3.1330204483722097
prediction017_176_1_1_5_500	3.1335755452227696
prediction018_176_1_1_4_500	3.1420174308208946
prediction029_176_1_1_1_500	3.1448320866501236
prediction006_176_1_10_3_500	3.157666197175
prediction021_176_1_1_2_500	3.1820433080397
prediction018_176_1_1_2_500	3.189537419863523
prediction005_176_1_10_3_500	3.196832345812501
prediction017_176_1_1_2_500	3.199913322344915
prediction014_176_1_10_2_500	3.200551933895783
prediction001_176_1_10_5_500	3.202978373876237
prediction002_176_1_1_1_500	3.2065857253473937
prediction002_176_1_10_3_500	3.208187034167496
prediction017_176_1_1_1_500	3.2219385530893265
prediction021_176_1_1_1_500	3.228497223970224
prediction002_176_1_1_2_500	3.2291837904962772
prediction005_176_1_10_5_500	3.2400574603465335
prediction006_176_1_10_1_500	3.244098807084366
prediction013_176_1_10_1_500	3.2453696920595534
prediction001_176_1_10_4_500	3.246000281194029
prediction022_176_1_1_1_500	3.2500862641935466
prediction002_176_1_10_4_500	3.250860984004978
prediction001_176_1_10_1_500	3.2617696893300256
prediction002_176_1_10_1_500	3.2680246142928047
prediction005_176_1_10_4_500	3.272271597537313
prediction013_176_1_10_3_500	3.306871409275
prediction001_176_1_10_2_500	3.3110238257940425
prediction002_176_1_10_2_500	3.315430211421838
prediction014_176_1_10_5_500	3.3236531516831667
prediction005_176_1_10_2_500	3.3291681987593034
prediction001_176_1_10_3_500	3.3671570481500015
prediction005_176_1_10_1_500	3.3690266033349885
prediction022_176_1_1_2_500	3.420097772258064
prediction013_176_1_10_2_500	3.553059766550867
prediction009_176_1_10_5_500	444.15442839108954
prediction010_176_1_1_2_500	445.4228803970223
prediction026_176_1_1_1_500	448.46732813895807
prediction009_176_1_1_4_500	450.5759452985074
prediction010_176_1_10_5_500	450.71992153465374
prediction010_176_1_10_4_500	451.43329328358203
prediction025_176_1_1_1_500	452.07509662530987
prediction009_176_1_1_3_500	452.9697434500001
prediction010_176_1_10_2_500	455.12023945409385
prediction009_176_1_1_5_500	455.6768333168316
prediction009_176_1_10_3_500	455.87444989999983
prediction010_176_1_1_1_500	456.2005532258062
prediction010_176_1_1_3_500	457.56196285
prediction010_176_1_10_1_500	457.8038477667496
prediction009_176_1_10_1_500	457.8144592555831
prediction010_176_1_1_4_500	461.0144177860694
prediction009_176_1_1_2_500	461.8759387593049
prediction010_176_1_10_3_500	463.63814225000016
prediction055_176_1_1_1_500	467.2510198014888
prediction009_176_1_10_2_500	468.5357162531012
prediction009_176_1_10_4_500	477.54079482587076
prediction010_176_1_1_5_500	481.2134106435642
prediction009_176_1_1_1_500	485.49519766749364
